Altersgruppe, Week, difference, trend, value
15-34, 2021-W16, , , 6
15-34, 2021-W17, 2, 0.5, 8
15-34, 2021-W18, 2, 0.5, 10
15-34, 2021-W19, -2, -0.5, 8
15-34, 2021-W20, -1, -0.25, 7
15-34, 2021-W21, , , 7
15-34, 2021-W22, -2, -0.5, 5
15-34, 2021-W23, -2, -0.5, 3
15-34, 2021-W24, 1, 0.25, 4
15-34, 2021-W25, -1, -0.25, 3
15-34, 2021-W26, -3, -0.75, 
15-34, 2021-W27, 2, 0.5, 2
15-34, 2021-W28, -2, -0.5, 
15-34, 2021-W29, 1, 0.25, 1
15-34, 2021-W30, , , 1
15-34, 2021-W31, , , 1
15-34, 2021-W32, , , 1
15-34, 2021-W33, -1, -0.25, 
15-34, 2021-W34, 3, 0.75, 3
15-34, 2021-W35, -2, -0.5, 1
15-34, 2021-W36, 1, 0.25, 2
15-34, 2021-W37, 5, 1.25, 7
15-34, 2021-W38, -3, -0.75, 4
15-34, 2021-W39, 5, 1.25, 9
15-34, 2021-W40, -5, -1.25, 4
15-34, 2021-W41, -1, -0.25, 3
15-34, 2021-W42, , , 3
15-34, 2021-W43, 4, 1, 7
15-34, 2021-W44, -1, -0.25, 6
15-34, 2021-W45, -2, -0.5, 4
15-34, 2021-W46, 2, 0.5, 6
15-34, 2021-W47, 3, 0.75, 9
15-34, 2021-W48, -3, -0.75, 6
15-34, 2021-W49, 6, 1.5, 12
15-34, 2021-W50, -2, -0.5, 10
15-34, 2021-W51, -2, -0.5, 8
15-34, 2021-W52, -1, -0.25, 7
15-34, 2022-W01, , , 7
15-34, 2022-W02, 1, 0.25, 8
15-34, 2022-W03, -3, -0.75, 5
15-34, 2022-W04, , , 5
15-34, 2022-W05, , , 5
15-34, 2022-W06, -1, -0.25, 4
15-34, 2022-W07, 1, 0.25, 5
15-34, 2022-W08, -4, -1, 1
15-34, 2022-W09, 2, 0.5, 3
15-34, 2022-W10, 2, 0.5, 5
15-34, 2022-W11, 1, 0.25, 6
15-34, 2022-W12, -3, -0.75, 3
15-34, 2022-W13, 1, 0.25, 4
15-34, 2022-W14, 1, 0.25, 5
15-34, 2022-W15, 1, 0.25, 6
15-34, 2022-W16, -6, -1.5, 
15-34, 2022-W17, , , 
15-34, 2022-W18, 4, 1, 4
15-34, 2022-W19, , , 4
15-34, 2022-W20, -1, -0.25, 3
15-34, 2022-W21, , , 3
15-34, 2022-W22, -1, -0.25, 2
15-34, 2022-W23, , , 2
15-34, 2022-W24, , , 2
15-34, 2022-W25, , , 2
15-34, 2022-W26, 1, 0.25, 3
15-34, 2022-W27, -3, -0.75, 
15-34, 2022-W28, 3, 0.75, 3
15-34, 2022-W29, 1, 0.25, 4
15-34, 2022-W30, 1, 0.25, 5
15-34, 2022-W31, -2, -0.5, 3
15-34, 2022-W32, -1, -0.25, 2
15-34, 2022-W33, -1, -0.25, 1
15-34, 2022-W34, 1, 0.25, 2
15-34, 2022-W35, 1, 0.25, 3
15-34, 2022-W36, -1, -0.25, 2
15-34, 2022-W37, 2, 0.5, 4
15-34, 2022-W38, -1, -0.25, 3
15-34, 2022-W39, -3, -0.75, 
15-34, 2022-W40, , , 
15-34, 2022-W41, 3, 0.75, 3
15-34, 2022-W42, 1, 0.25, 4
15-34, 2022-W43, -1, -0.25, 3
15-34, 2022-W44, -2, -0.5, 1
15-34, 2022-W45, 1, 0.25, 2
15-34, 2022-W46, , , 2
15-34, 2022-W47, -1, -0.25, 1
15-34, 2022-W48, , , 1
15-34, 2022-W49, -1, -0.25, 
15-34, 2022-W50, 2, 0.5, 2
15-34, 2022-W51, 1, 0.25, 3
15-34, 2022-W52, -3, -0.75, 
15-34, 2023-W01, 2, 0.5, 2
15-34, 2023-W02, 2, 0.5, 4
15-34, 2023-W03, -4, -1, 
15-34, 2023-W04, 3, 0.75, 3
15-34, 2023-W05, -2, -0.5, 1
15-34, 2023-W06, , , 1
15-34, 2023-W07, 1, 0.25, 2
15-34, 2023-W08, 1, 0.25, 3
15-34, 2023-W09, -2, -0.5, 1
15-34, 2023-W10, -1, -0.25, 
15-34, 2023-W11, 1, 0.25, 1
15-34, 2023-W12, , , 1
15-34, 2023-W13, -1, -0.25, 
15-34, 2023-W14, 2, 0.5, 2
15-34, 2023-W15, -1, -0.25, 1
15-34, 2023-W16, , , 1
15-34, 2023-W17, -1, -0.25, 
