Week, difference, trend, value
2022-W33, 19, 0.0361, 863
2022-W34, -258, -0.9085, 605
2022-W35, 49, 0.093, 654
2022-W36, -108, -0.3803, 546
2022-W37, 97, 0.1841, 643
2022-W38, -116, -0.4085, 527
2022-W39, 80, 0.1518, 607
2022-W40, -133, -0.4683, 474
2022-W41, 420, 0.797, 894
2022-W42, 172, 0.3264, 1066
2022-W43, 21, 0.0398, 1087
2022-W44, -97, -0.3415, 990
2022-W45, 69, 0.1309, 1059
2022-W46, -15, -0.0528, 1044
2022-W47, -164, -0.5775, 880
2022-W48, -183, -0.6444, 697
2022-W49, 83, 0.1575, 780
2022-W50, 148, 0.2808, 928
2022-W51, -54, -0.1901, 874
2022-W52, -175, -0.6162, 699
2023-W01, 527, 1, 1226
2023-W02, -138, -0.4859, 1088
2023-W03, -155, -0.5458, 933
2023-W04, -186, -0.6549, 747
2023-W05, -65, -0.2289, 682
2023-W06, -51, -0.1796, 631
2023-W07, -86, -0.3028, 545
2023-W08, -16, -0.0563, 529
2023-W09, 61, 0.1157, 590
2023-W10, 68, 0.129, 658
2023-W11, -52, -0.1831, 606
2023-W12, 78, 0.148, 684
2023-W13, -50, -0.1761, 634
2023-W14, -190, -0.669, 444
2023-W15, 131, 0.2486, 575
2023-W16, -33, -0.1162, 542
2023-W17, -26, -0.0915, 516
2023-W18, -155, -0.5458, 361
2023-W19, 62, 0.1176, 423
2023-W20, -223, -0.7852, 200
