Altersgruppe, Week, difference, trend, value
0-4, 2022-W43, 1, 0.5, 1
0-4, 2022-W44, -1, -0.5, 
0-4, 2022-W45, , , 
0-4, 2022-W46, 1, 0.5, 1
0-4, 2022-W47, , , 1
0-4, 2022-W48, -1, -0.5, 
0-4, 2022-W49, , , 
0-4, 2022-W50, , , 
0-4, 2022-W51, 1, 0.5, 1
0-4, 2022-W52, , , 1
0-4, 2023-W01, -1, -0.5, 
0-4, 2023-W02, 1, 0.5, 1
0-4, 2023-W03, , , 1
0-4, 2023-W04, -1, -0.5, 
0-4, 2023-W05, , , 
0-4, 2023-W06, 1, 0.5, 1
0-4, 2023-W07, -1, -0.5, 
0-4, 2023-W08, , , 
0-4, 2023-W09, 1, 0.5, 1
0-4, 2023-W10, , , 1
0-4, 2023-W11, 1, 0.5, 2
0-4, 2023-W12, -1, -0.5, 1
0-4, 2023-W13, -1, -0.5, 
0-4, 2023-W14, , , 
0-4, 2023-W15, , , 
0-4, 2023-W16, , , 
0-4, 2023-W17, , , 
0-4, 2023-W18, , , 
0-4, 2023-W19, , , 
0-4, 2023-W20, , , 
