Altersgruppe, Week, difference, trend, value
60-79, 2022-W48, -24, -0.32, 201
60-79, 2022-W49, 7, 0.0476, 208
60-79, 2022-W50, 47, 0.3197, 255
60-79, 2022-W51, -18, -0.24, 237
60-79, 2022-W52, -41, -0.5467, 196
60-79, 2023-W01, 147, 1, 343
60-79, 2023-W02, -52, -0.6933, 291
60-79, 2023-W03, -42, -0.56, 249
60-79, 2023-W04, -25, -0.3333, 224
60-79, 2023-W05, 3, 0.0204, 227
60-79, 2023-W06, -51, -0.68, 176
60-79, 2023-W07, -27, -0.36, 149
60-79, 2023-W08, -3, -0.04, 146
60-79, 2023-W09, 19, 0.1293, 165
60-79, 2023-W10, 4, 0.0272, 169
60-79, 2023-W11, 15, 0.102, 184
60-79, 2023-W12, 34, 0.2313, 218
60-79, 2023-W13, -70, -0.9333, 148
60-79, 2023-W14, 7, 0.0476, 155
60-79, 2023-W15, 5, 0.034, 160
60-79, 2023-W16, -20, -0.2667, 140
60-79, 2023-W17, 7, 0.0476, 147
