Altersgruppe, Week, difference, trend, value
15-34, 2021-27, 0.5, 0.0439, 1.8
15-34, 2021-28, 1, 0.0877, 2.8
15-34, 2021-29, 0.9, 0.0789, 3.7
15-34, 2021-30, 1.2, 0.1053, 4.9
15-34, 2021-31, 1.6, 0.1404, 6.5
15-34, 2021-32, 3.1, 0.2719, 9.6
15-34, 2021-33, 3.3, 0.2895, 12.9
15-34, 2021-34, 1, 0.0877, 13.9
15-34, 2021-35, -0.3, -0.0357, 13.6
15-34, 2021-36, -1.7, -0.2024, 11.9
15-34, 2021-37, -1.8, -0.2143, 10.1
15-34, 2021-38, -2, -0.2381, 8.1
15-34, 2021-39, -0.1, -0.0119, 8
15-34, 2021-40, -0.3, -0.0357, 7.7
15-34, 2021-41, 0.8, 0.0702, 8.5
15-34, 2021-42, 2.8, 0.2456, 11.3
15-34, 2021-43, 2.4, 0.2105, 13.7
15-34, 2021-44, 3.1, 0.2719, 16.8
15-34, 2021-45, 0.8, 0.0702, 17.6
15-34, 2021-46, 2.1, 0.1842, 19.7
15-34, 2021-47, 1, 0.0877, 20.7
15-34, 2021-48, -0.2, -0.0238, 20.5
15-34, 2021-49, -0.2, -0.0238, 20.3
15-34, 2021-50, -1.3, -0.1548, 19
15-34, 2021-51, -0.5, -0.0595, 18.5
15-34, 2021-52, 7.9, 0.693, 26.4
15-34, 2022-01, 3.2, 0.2807, 29.6
15-34, 2022-02, 2.8, 0.2456, 32.4
15-34, 2022-03, 8.1, 0.7105, 40.5
15-34, 2022-04, 7.8, 0.6842, 48.3
15-34, 2022-05, 3.4, 0.2982, 51.7
15-34, 2022-06, -0.4, -0.0476, 51.3
15-34, 2022-07, 2.8, 0.2456, 54.1
15-34, 2022-08, -0.4, -0.0476, 53.7
15-34, 2022-09, 5.7, 0.5, 59.4
15-34, 2022-10, 3.4, 0.2982, 62.8
15-34, 2022-11, 0.4, 0.0351, 63.2
15-34, 2022-12, -1.5, -0.1786, 61.7
15-34, 2022-13, -4.5, -0.5357, 57.2
15-34, 2022-14, -1.4, -0.1667, 55.8
15-34, 2022-15, 2.9, 0.2544, 58.7
15-34, 2022-16, -3.2, -0.381, 55.5
15-34, 2022-17, -8.4, -1, 47.1
15-34, 2022-18, -3.5, -0.4167, 43.6
15-34, 2022-19, -3.4, -0.4048, 40.2
15-34, 2022-20, -6.1, -0.7262, 34.1
15-34, 2022-21, -3.2, -0.381, 30.9
15-34, 2022-22, 5.3, 0.4649, 36.2
15-34, 2022-23, 11.4, 1, 47.6
15-34, 2022-24, 2.9, 0.2544, 50.5
15-34, 2022-25, 4.5, 0.3947, 55
15-34, 2022-26, 1.3, 0.114, 56.3
15-34, 2022-27, -0.9, -0.1071, 55.4
15-34, 2022-28, 1.4, 0.1228, 56.8
15-34, 2022-29, -2.5, -0.2976, 54.3
15-34, 2022-30, -3.6, -0.4286, 50.7
15-34, 2022-31, -5.5, -0.6548, 45.2
15-34, 2022-32, -3.1, -0.369, 42.1
15-34, 2022-33, -2.7, -0.3214, 39.4
15-34, 2022-34, -4.2, -0.5, 35.2
15-34, 2022-35, -3.9, -0.4643, 31.3
15-34, 2022-36, -0.6, -0.0714, 30.7
15-34, 2022-37, 0.4, 0.0351, 31.1
15-34, 2022-38, 1.6, 0.1404, 32.7
15-34, 2022-39, 8, 0.7018, 40.7
15-34, 2022-40, 7.9, 0.693, 48.6
15-34, 2022-41, -3.2, -0.381, 45.4
15-34, 2022-42, -2.9, -0.3452, 42.5
15-34, 2022-43, -6.3, -0.75, 36.2
15-34, 2022-44, -4.4, -0.5238, 31.8
15-34, 2022-45, -5.8, -0.6905, 26
15-34, 2022-46, -2.1, -0.25, 23.9
15-34, 2022-47, , , 23.9
15-34, 2022-48, 1.3, 0.114, 25.2
15-34, 2022-49, 1.9, 0.1667, 27.1
15-34, 2022-50, 3, 0.2632, 30.1
15-34, 2022-51, 5.1, 0.4474, 35.2
15-34, 2022-52, -1.5, -0.1786, 33.7
15-34, 2023-01, -7.2, -0.8571, 26.5
15-34, 2023-02, -6.8, -0.8095, 19.7
15-34, 2023-03, -1.9, -0.2262, 17.8
15-34, 2023-04, 4.3, 0.3772, 22.1
15-34, 2023-05, 3.8, 0.3333, 25.9
15-34, 2023-06, 1.1, 0.0965, 27
15-34, 2023-07, 3.3, 0.2895, 30.3
15-34, 2023-08, 6.1, 0.5351, 36.4
