Meldedatum, difference, frozen, trend, value, Lower, Prediction, Upper
2022-08-15, -1.1293, 4.6566, -0.2388, 7.79, 7.8, 7.8, 7.8
2022-08-14, -1.1581, 4.9233, -0.2449, 7.82, 7.83, 7.83, 7.83
2022-08-13, -1.1906, 5.2236, -0.2517, 7.89, 7.9, 7.9, 7.9
2022-08-12, -0.9515, 5.2465, -0.2012, 8.02, 8.03, 8.03, 8.03
2022-08-11, -0.895, 5.3546, -0.1892, 8.28, 8.29, 8.29, 8.29
2022-08-10, -0.9599, 5.3966, -0.2029, 8.54, 8.55, 8.55, 8.55
2022-08-09, -0.8169, 5.3402, -0.1727, 9, 9.01, 9.01, 9.01
2022-08-08, -0.9022, 5.7859, -0.1908, 9.47, 9.48, 9.48, 9.48
2022-08-07, -1.0272, 6.0814, -0.2172, 9.49, 9.5, 9.5, 9.5
2022-08-06, -1.0849, 6.4142, -0.2294, 9.52, 9.53, 9.53, 9.53
2022-08-05, -1.2254, 6.198, -0.2591, 9.6, 9.61, 9.61, 9.61
2022-08-04, -1.4116, 6.2496, -0.2985, 9.85, 9.86, 9.86, 9.86
2022-08-03, -1.2951, 6.3565, -0.2738, 10.16, 10.17, 10.17, 10.17
2022-08-02, -0.9119, 6.1571, -0.1928, 10.53, 10.54, 10.54, 10.54
2022-08-01, -0.4409, 6.6881, -0.0932, 11.23, 11.24, 11.24, 11.24
2022-07-31, -0.382, 7.1086, -0.0808, 11.39, 11.4, 11.4, 11.4
2022-07-30, -0.382, 7.4991, -0.0808, 11.5, 11.51, 11.51, 11.51
2022-07-29, -0.167, 7.4234, -0.0353, 11.94, 11.95, 11.95, 11.95
2022-07-28, 0.5154, 7.6612, 0.0705, 12.53, 12.54, 12.54, 12.54
2022-07-27, 0.7028, 7.6516, 0.0962, 12.85, 12.87, 12.87, 12.87
2022-07-26, 0.5598, 7.069, 0.0766, 13, 13.01, 13.01, 13.01
2022-07-25, 0.4121, 7.129, 0.0564, 12.76, 12.77, 12.77, 12.77
2022-07-24, 0.4037, 7.4906, 0.0552, 12.69, 12.7, 12.7, 12.7
2022-07-23, 0.4529, 7.8811, 0.062, 12.68, 12.69, 12.69, 12.69
2022-07-22, 0.8686, 7.5904, 0.1189, 12.72, 12.73, 12.73, 12.73
2022-07-21, 0.823, 7.1458, 0.1126, 12.36, 12.37, 12.37, 12.37
2022-07-20, 1.0044, 6.9488, 0.1375, 12.23, 12.24, 12.24, 12.24
2022-07-19, 0.8854, 6.5091, 0.1212, 11.89, 11.91, 11.91, 11.91
2022-07-18, 1.1557, 6.717, 0.1582, 11.78, 11.79, 11.79, 11.79
2022-07-17, 1.2879, 7.087, 0.1763, 11.83, 11.84, 11.84, 11.84
2022-07-16, 1.3395, 7.4282, 0.1833, 11.78, 11.79, 11.79, 11.79
2022-07-15, 0.6872, 6.7218, 0.094, 11.37, 11.38, 11.38, 11.38
2022-07-14, 0.4866, 6.3229, 0.0666, 11, 11.01, 11.01, 11.01
2022-07-13, 0.2355, 5.9445, 0.0322, 10.7, 10.71, 10.71, 10.71
2022-07-12, 0.0685, 5.6237, 0.0094, 10.41, 10.42, 10.42, 10.42
2022-07-11, 0.3796, 5.5612, 0.052, 9.86, 9.87, 9.87, 9.87
2022-07-10, 0.3472, 5.7991, 0.0475, 9.77, 9.78, 9.78, 9.78
2022-07-09, 0.3424, 6.0886, 0.0469, 9.72, 9.73, 9.73, 9.73
2022-07-08, 0.4986, 6.0346, 0.0682, 9.57, 9.58, 9.58, 9.58
2022-07-07, 0.662, 5.8363, 0.0906, 9.35, 9.36, 9.36, 9.36
2022-07-06, 0.7965, 5.709, 0.109, 9.15, 9.16, 9.16, 9.16
2022-07-05, 0.889, 5.5552, 0.1217, 9.06, 9.07, 9.07, 9.07
2022-07-04, 0.4757, 5.1816, 0.0651, 9.03, 9.04, 9.04, 9.04
2022-07-03, 0.5094, 5.4519, 0.0697, 9.01, 9.02, 9.02, 9.02
2022-07-02, 0.5346, 5.7462, 0.0732, 8.99, 9, 9, 9
2022-07-01, 0.3784, 5.536, 0.0518, 8.91, 8.92, 8.92, 8.92
2022-06-30, 0.8109, 5.1744, 0.111, 8.86, 8.87, 8.87, 8.87
2022-06-29, 1.0656, 4.9125, 0.1458, 8.65, 8.65, 8.65, 8.65
2022-06-28, 1.3227, 4.6662, 0.181, 8.48, 8.49, 8.49, 8.49
2022-06-27, 1.6615, 4.7058, 0.2274, 8.27, 8.27, 8.27, 8.27
2022-06-26, 1.7732, 4.9425, 0.2427, 8.21, 8.21, 8.21, 8.21
2022-06-25, 1.8537, 5.2116, 0.2537, 8.18, 8.18, 8.18, 8.18
2022-06-24, 2.0964, 5.1576, 0.2869, 8.13, 8.14, 8.14, 8.14
2022-06-23, 0.8254, 4.3634, 0.113, 7.31, 7.32, 7.32, 7.32
2022-06-22, 0.3844, 3.8468, 0.0526, 6.98, 6.98, 6.98, 6.98
2022-06-21, -0.2475, 3.3435, -0.0523, 6.55, 6.56, 6.56, 6.56
2022-06-20, 0.3556, 3.0443, 0.0487, 5.93, 5.94, 5.94, 5.94
2022-06-19, 0.4061, 3.1693, 0.0556, 5.85, 5.85, 5.85, 5.85
2022-06-18, 0.4385, 3.3579, 0.06, 5.76, 5.77, 5.77, 5.77
2022-06-17, 0.3965, 3.0611, 0.0543, 5.32, 5.33, 5.33, 5.33
2022-06-16, 1.1641, 3.5381, 0.1593, 5.7, 5.71, 5.71, 5.71
2022-06-15, 1.5294, 3.4624, 0.2093, 5.71, 5.72, 5.72, 5.72
2022-06-14, 2.0868, 3.5909, 0.2856, 6, 6, 6, 6
2022-06-13, 0.5094, 2.6887, 0.0697, 4.78, 4.78, 4.78, 4.78
2022-06-12, 0.4866, 2.7632, 0.0666, 4.69, 4.7, 4.7, 4.7
2022-06-11, 0.5298, 2.9194, 0.0725, 4.66, 4.66, 4.66, 4.66
2022-06-10, 0.2247, 2.6647, 0.0307, 4.48, 4.49, 4.49, 4.49
2022-06-09, 0.4241, 2.3739, 0.058, 4.21, 4.22, 4.22, 4.22
2022-06-08, 0.1117, 1.933, 0.0153, 3.82, 3.82, 3.82, 3.82
2022-06-07, -0.2319, 1.5041, -0.049, 3.09, 3.09, 3.09, 3.09
2022-06-06, 0.4661, 2.1793, 0.0638, 3.7, 3.7, 3.7, 3.7
2022-06-05, 0.4469, 2.2766, 0.0612, 3.68, 3.68, 3.68, 3.68
2022-06-04, 0.4181, 2.3896, 0.0572, 3.62, 3.62, 3.62, 3.62
2022-06-03, 0.5647, 2.44, 0.0773, 3.61, 3.61, 3.61, 3.61
2022-06-02, -0.4733, 1.9499, -0.1001, 3.15, 3.15, 3.15, 3.15
2022-06-01, -0.7365, 1.8213, -0.1557, 3.08, 3.08, 3.08, 3.08
2022-05-31, -0.9803, 1.736, -0.2073, 3.07, 3.07, 3.07, 3.07
2022-05-30, -1.0608, 1.7132, -0.2243, 3.12, 3.13, 3.13, 3.13
2022-05-29, -1.062, 1.8297, -0.2245, 3.15, 3.15, 3.15, 3.15
2022-05-28, -1.1053, 1.9715, -0.2337, 3.24, 3.24, 3.24, 3.24
2022-05-27, -1.2458, 1.8754, -0.2634, 3.22, 3.22, 3.22, 3.22
2022-05-26, -0.7833, 2.4232, -0.1656, 3.73, 3.74, 3.74, 3.74
2022-05-25, -0.6656, 2.5578, -0.1407, 3.96, 3.97, 3.97, 3.97
2022-05-24, -0.5875, 2.7163, -0.1242, 4.21, 4.21, 4.21, 4.21
2022-05-23, -0.7437, 2.774, -0.1572, 4.47, 4.48, 4.48, 4.48
2022-05-22, -0.7953, 2.8917, -0.1681, 4.5, 4.5, 4.5, 4.5
2022-05-21, -0.8181, 3.0768, -0.173, 4.54, 4.54, 4.54, 4.54
2022-05-20, -0.7809, 3.1212, -0.1651, 4.76, 4.76, 4.76, 4.76
2022-05-19, -0.6211, 3.2065, -0.1313, 4.99, 4.99, 4.99, 4.99
2022-05-18, -0.692, 3.2233, -0.1463, 5.15, 5.16, 5.16, 5.16
2022-05-17, -0.5959, 3.3038, -0.126, 5.38, 5.39, 5.39, 5.39
2022-05-16, -0.2259, 3.5177, -0.0478, 5.68, 5.68, 5.68, 5.68
2022-05-15, -0.2883, 3.6871, -0.061, 5.71, 5.72, 5.72, 5.72
2022-05-14, -0.3412, 3.8949, -0.0721, 5.8, 5.8, 5.8, 5.8
2022-05-13, -0.3628, 3.9021, -0.0767, 5.92, 5.93, 5.93, 5.93
2022-05-12, -0.34, 3.8276, -0.0719, 6.1, 6.1, 6.1, 6.1
2022-05-11, -0.2619, 3.9153, -0.0554, 6.28, 6.29, 6.29, 6.29
2022-05-10, -0.2595, 3.8997, -0.0549, 6.45, 6.46, 6.46, 6.46
2022-05-09, -0.5118, 3.7435, -0.1082, 6.42, 6.42, 6.42, 6.42
2022-05-08, -0.6199, 3.9754, -0.1311, 6.53, 6.54, 6.54, 6.54
2022-05-07, -0.6776, 4.2361, -0.1433, 6.6, 6.61, 6.61, 6.61
2022-05-06, -0.8061, 4.2649, -0.1704, 6.77, 6.78, 6.78, 6.78
2022-05-05, -1.1389, 4.1676, -0.2408, 6.87, 6.87, 6.87, 6.87
2022-05-04, -1.396, 4.1772, -0.2951, 7.02, 7.03, 7.03, 7.03
2022-05-03, -1.9559, 4.1592, -0.4135, 7.15, 7.16, 7.16, 7.16
2022-05-02, -0.7809, 4.2553, -0.1651, 7.54, 7.54, 7.54, 7.54
2022-05-01, -0.5899, 4.5953, -0.1247, 7.68, 7.69, 7.69, 7.69
2022-04-30, -0.4517, 4.9137, -0.0955, 7.82, 7.83, 7.83, 7.83
2022-04-29, 0.5526, 5.0711, 0.0756, 8.15, 8.15, 8.15, 8.15
2022-04-28, 1.0668, 5.3065, 0.146, 8.61, 8.61, 8.61, 8.61
2022-04-27, 1.8694, 5.5732, 0.2558, 9.3, 9.31, 9.31, 9.31
2022-04-26, 2.6431, 6.1151, 0.3617, 10.28, 10.29, 10.29, 10.29
2022-04-25, 0.1285, 5.0362, 0.0176, 9.12, 9.13, 9.13, 9.13
2022-04-24, -0.0781, 5.1852, -0.0165, 9.09, 9.1, 9.1, 9.1
2022-04-23, -0.2187, 5.3654, -0.0462, 9.12, 9.13, 9.13, 9.13
2022-04-22, -2.0856, 4.5184, -0.4409, 8.36, 8.37, 8.37, 8.37
2022-04-21, -2.1685, 4.2397, -0.4585, 8.43, 8.44, 8.44, 8.44
2022-04-20, -2.7788, 3.7039, -0.5875, 8.17, 8.18, 8.18, 8.18
2022-04-19, -2.8833, 3.472, -0.6096, 7.8, 7.8, 7.8, 7.8
2022-04-18, -1.3528, 4.9077, -0.286, 9.34, 9.35, 9.35, 9.35
2022-04-17, -1.187, 5.2633, -0.251, 9.52, 9.53, 9.53, 9.53
2022-04-16, -1.1966, 5.584, -0.253, 9.71, 9.72, 9.72, 9.72
2022-04-15, 0.0985, 6.604, 0.0135, 10.75, 10.76, 10.76, 10.76
2022-04-14, -0.0829, 6.4082, -0.0175, 10.85, 10.86, 10.86, 10.86
2022-04-13, -0.1285, 6.4827, -0.0272, 11.21, 11.22, 11.22, 11.22
2022-04-12, -0.1538, 6.3553, -0.0325, 11.37, 11.38, 11.38, 11.38
2022-04-11, -0.3448, 6.2604, -0.0729, 11.4, 11.41, 11.41, 11.41
2022-04-10, -0.5142, 6.4502, -0.1087, 11.39, 11.41, 11.41, 11.41
2022-04-09, -0.531, 6.7806, -0.1123, 11.47, 11.48, 11.48, 11.48
2022-04-08, -0.8193, 6.5055, -0.1732, 11.51, 11.52, 11.52, 11.52
2022-04-07, -0.7088, 6.4911, -0.1499, 11.83, 11.84, 11.84, 11.84
2022-04-06, -0.5935, 6.6112, -0.1255, 12.09, 12.1, 12.1, 12.1
2022-04-05, -0.555, 6.5091, -0.1173, 12.56, 12.57, 12.57, 12.57
2022-04-04, -0.3268, 6.6052, -0.0691, 12.88, 12.89, 12.89, 12.89
2022-04-03, -0.2355, 6.9644, -0.0498, 13.11, 13.12, 13.12, 13.12
2022-04-02, -0.1862, 7.3116, -0.0394, 13.43, 13.44, 13.44, 13.44
2022-04-01, -0.0553, 7.3249, -0.0117, 13.92, 13.94, 13.94, 13.94
2022-03-31, -0.0697, 7.1999, -0.0147, 14.14, 14.16, 14.16, 14.16
2022-03-30, -0.0144, 7.2047, -0.003, 14.39, 14.4, 14.4, 14.4
2022-03-29, -0.0096, 7.0642, -0.002, 14.56, 14.58, 14.58, 14.58
2022-03-28, -0.4217, 6.932, -0.0892, 14.6, 14.61, 14.61, 14.61
2022-03-27, -0.4169, 7.1999, -0.0881, 14.6, 14.61, 14.61, 14.61
2022-03-26, -0.4854, 7.4979, -0.1026, 14.56, 14.57, 14.57, 14.57
2022-03-25, -0.4241, 7.3801, -0.0897, 14.59, 14.61, 14.61, 14.61
2022-03-24, -0.3052, 7.2696, -0.0645, 14.72, 14.74, 14.74, 14.74
2022-03-23, -0.2199, 7.2191, -0.0465, 14.77, 14.78, 14.78, 14.78
2022-03-22, -0.1285, 7.0738, -0.0272, 14.73, 14.75, 14.75, 14.75
2022-03-21, 0.5899, 7.3537, 0.0807, 14.85, 14.86, 14.86, 14.86
2022-03-20, 0.549, 7.6168, 0.0751, 14.94, 14.96, 14.96, 14.96
2022-03-19, 0.7521, 7.9832, 0.1029, 15.06, 15.08, 15.08, 15.08
2022-03-18, 0.8097, 7.8042, 0.1108, 14.98, 14.99, 14.99, 14.99
2022-03-17, 0.8422, 7.5747, 0.1153, 14.82, 14.84, 14.84, 14.84
2022-03-16, 0.8278, 7.439, 0.1133, 14.58, 14.59, 14.59, 14.59
2022-03-15, 1.0536, 7.2023, 0.1442, 14.32, 14.33, 14.33, 14.33
2022-03-14, 0.7136, 6.7638, 0.0977, 13.73, 13.75, 13.75, 13.75
2022-03-13, 0.8386, 7.0678, 0.1148, 13.58, 13.59, 13.59, 13.59
2022-03-12, 0.7052, 7.2311, 0.0965, 13.38, 13.39, 13.39, 13.39
2022-03-11, 0.6475, 6.9945, 0.0886, 13.08, 13.09, 13.09, 13.09
2022-03-10, 0.3832, 6.7326, 0.0524, 12.79, 12.8, 12.8, 12.8
2022-03-09, 0.4782, 6.6112, 0.0654, 12.49, 12.5, 12.5, 12.5
2022-03-08, 0.2235, 6.1487, 0.0306, 12.04, 12.05, 12.05, 12.05
2022-03-07, -0.0204, 6.0502, -0.0043, 11.82, 11.83, 11.83, 11.83
2022-03-06, -0.0901, 6.2292, -0.0191, 11.75, 11.77, 11.77, 11.77
2022-03-05, 0.0084, 6.5259, 0.0012, 11.81, 11.82, 11.82, 11.82
2022-03-04, 0.0745, 6.3469, 0.0102, 11.76, 11.77, 11.77, 11.77
2022-03-03, 0.0817, 6.3493, 0.0112, 11.69, 11.7, 11.7, 11.7
2022-03-02, -0.2042, 6.1331, -0.0432, 11.74, 11.75, 11.75, 11.75
2022-03-01, -0.2799, 5.9252, -0.0592, 11.89, 11.9, 11.9, 11.9
2022-02-28, 0.0156, 6.0706, 0.0021, 12.13, 12.14, 12.14, 12.14
2022-02-27, 0.0565, 6.3193, 0.0077, 12.26, 12.27, 12.27, 12.27
2022-02-26, 0.149, 6.5175, 0.0204, 12.28, 12.29, 12.29, 12.29
2022-02-25, 0.0384, 6.2724, 0.0053, 12.36, 12.38, 12.38, 12.38
2022-02-24, 0.3064, 6.2676, 0.0419, 12.53, 12.54, 12.54, 12.54
2022-02-23, 0.3076, 6.3373, 0.0421, 12.63, 12.64, 12.64, 12.64
2022-02-22, 0.3112, 6.2052, 0.0426, 12.77, 12.78, 12.78, 12.78
2022-02-21, 0.1285, 6.055, 0.0176, 12.68, 12.69, 12.69, 12.69
2022-02-20, 0.0384, 6.2628, 0.0053, 12.61, 12.62, 12.62, 12.62
2022-02-19, -0.0829, 6.3686, -0.0175, 12.52, 12.53, 12.53, 12.53
2022-02-18, -0.2235, 6.234, -0.0472, 12.53, 12.55, 12.55, 12.55
2022-02-17, -0.2595, 5.9613, -0.0549, 12.49, 12.5, 12.5, 12.5
2022-02-16, -0.0324, 6.0298, -0.0069, 12.45, 12.46, 12.46, 12.46
2022-02-15, 0.2967, 5.894, 0.0406, 12.51, 12.52, 12.52, 12.52
2022-02-14, 0.5226, 5.9264, 0.0715, 12.62, 12.64, 12.64, 12.64
2022-02-13, 0.5971, 6.2244, 0.0817, 12.7, 12.71, 12.71, 12.71
2022-02-12, 0.7064, 6.4514, 0.0967, 12.82, 12.84, 12.84, 12.84
2022-02-11, 1.014, 6.4575, 0.1388, 12.89, 12.9, 12.9, 12.9
2022-02-10, 1.229, 6.2208, 0.1682, 12.97, 12.99, 12.99, 12.99
2022-02-09, 1.2927, 6.0622, 0.1769, 12.92, 12.93, 12.93, 12.93
2022-02-08, 1.0128, 5.5973, 0.1386, 12.56, 12.57, 12.57, 12.57
2022-02-07, 0.7689, 5.4038, 0.1052, 12.21, 12.22, 12.22, 12.22
2022-02-06, 0.8242, 5.6273, 0.1128, 12.09, 12.1, 12.1, 12.1
2022-02-05, 0.9923, 5.745, 0.1358, 11.95, 11.96, 11.96, 11.96
2022-02-04, 0.7256, 5.4435, 0.0993, 11.6, 11.61, 11.61, 11.61
2022-02-03, 0.3604, 4.9918, 0.0493, 11.04, 11.06, 11.06, 11.06
2022-02-02, 0.5178, 4.7695, 0.0709, 10.54, 10.55, 10.55, 10.55
2022-02-01, 0.5178, 4.5845, 0.0709, 10.22, 10.23, 10.23, 10.23
2022-01-31, 0.7641, 4.635, 0.1046, 10.07, 10.08, 10.08, 10.08
2022-01-30, 0.8866, 4.8031, 0.1213, 10.03, 10.04, 10.04, 10.04
2022-01-29, 0.8278, 4.7527, 0.1133, 9.82, 9.83, 9.83, 9.83
2022-01-28, 0.9539, 4.7178, 0.1305, 9.63, 9.64, 9.64, 9.64
2022-01-27, 1.0776, 4.6313, 0.1475, 9.37, 9.38, 9.38, 9.38
2022-01-26, 0.9119, 4.2517, 0.1248, 9.17, 9.18, 9.18, 9.18
2022-01-25, 0.8998, 4.0667, 0.1232, 8.77, 8.78, 8.78, 8.78
2022-01-24, 0.7316, 3.8709, 0.1001, 8.36, 8.37, 8.37, 8.37
2022-01-23, 0.6836, 3.9165, 0.0936, 8.1, 8.11, 8.11, 8.11
2022-01-22, 0.6067, 3.9249, 0.083, 7.93, 7.94, 7.94, 7.94
2022-01-21, 0.5358, 3.7639, 0.0733, 7.5, 7.51, 7.51, 7.51
2022-01-20, 0.4625, 3.5537, 0.0633, 7.16, 7.16, 7.16, 7.16
2022-01-19, 0.2126, 3.3399, 0.0291, 6.79, 6.79, 6.79, 6.79
2022-01-18, -0.1706, 3.1669, -0.0361, 6.48, 6.48, 6.48, 6.48
2022-01-17, -0.2235, 3.1392, -0.0472, 6.27, 6.28, 6.28, 6.28
2022-01-16, -0.2463, 3.2329, -0.0521, 6.21, 6.21, 6.21, 6.21
2022-01-15, -0.1346, 3.3182, -0.0284, 6.14, 6.15, 6.15, 6.15
2022-01-14, 0.0841, 3.2281, 0.0115, 6.07, 6.07, 6.07, 6.07
2022-01-13, -0.1634, 3.0912, -0.0345, 5.96, 5.96, 5.96, 5.96
2022-01-12, -0.0697, 3.1272, -0.0147, 6.02, 6.03, 6.03, 6.03
2022-01-11, 0.2175, 3.3375, 0.0298, 6.29, 6.29, 6.29, 6.29
2022-01-10, 0.2991, 3.3627, 0.0409, 6.42, 6.43, 6.43, 6.43
2022-01-09, 0.358, 3.4792, 0.049, 6.48, 6.49, 6.49, 6.49
