Altersgruppe, Week, difference, trend, value
60-79, 2022-16, -5.2, -0.65, 35.4
60-79, 2022-17, -5.4, -0.675, 30
60-79, 2022-18, -3.5, -0.4375, 26.5
60-79, 2022-19, -3.3, -0.4125, 23.2
60-79, 2022-20, -4.5, -0.5625, 18.7
60-79, 2022-21, -3.1, -0.3875, 15.6
60-79, 2022-22, 3, 0.2632, 18.6
60-79, 2022-23, 5, 0.4386, 23.6
60-79, 2022-24, 5.5, 0.4825, 29.1
60-79, 2022-25, 5.2, 0.4561, 34.3
60-79, 2022-26, 2.8, 0.2456, 37.1
60-79, 2022-27, 1.2, 0.1053, 38.3
60-79, 2022-28, 2.6, 0.2281, 40.9
60-79, 2022-29, -0.5, -0.0625, 40.4
60-79, 2022-30, -5.3, -0.6625, 35.1
60-79, 2022-31, -4.8, -0.6, 30.3
60-79, 2022-32, -3.4, -0.425, 26.9
60-79, 2022-33, -2.1, -0.2625, 24.8
60-79, 2022-34, -3.2, -0.4, 21.6
60-79, 2022-35, -1.4, -0.175, 20.2
60-79, 2022-36, 0.3, 0.0263, 20.5
60-79, 2022-37, 2.9, 0.2544, 23.4
60-79, 2022-38, 5, 0.4386, 28.4
60-79, 2022-39, 11.4, 1, 39.8
60-79, 2022-40, 7.4, 0.6491, 47.2
60-79, 2022-41, -0.5, -0.0625, 46.7
60-79, 2022-42, -4.3, -0.5375, 42.4
60-79, 2022-43, -8, -1, 34.4
