Altersgruppe, Week, difference, trend, value
60-79, 2021-27, , , 0.4
60-79, 2021-28, , , 0.4
60-79, 2021-29, 0.2, 0.0303, 0.6
60-79, 2021-30, 0.3, 0.0455, 0.9
60-79, 2021-31, 0.1, 0.0152, 1
60-79, 2021-32, 0.5, 0.0758, 1.5
60-79, 2021-33, 0.6, 0.0909, 2.1
60-79, 2021-34, 0.8, 0.1212, 2.9
60-79, 2021-35, 0.7, 0.1061, 3.6
60-79, 2021-36, 0.2, 0.0303, 3.8
60-79, 2021-37, -0.1, -0.0185, 3.7
60-79, 2021-38, -0.2, -0.037, 3.5
60-79, 2021-39, 0.2, 0.0303, 3.7
60-79, 2021-40, 0.4, 0.0606, 4.1
60-79, 2021-41, 0.9, 0.1364, 5
60-79, 2021-42, 2.3, 0.3485, 7.3
60-79, 2021-43, 2.5, 0.3788, 9.8
60-79, 2021-44, 3, 0.4545, 12.8
60-79, 2021-45, 2.7, 0.4091, 15.5
60-79, 2021-46, 3.2, 0.4848, 18.7
60-79, 2021-47, 1.7, 0.2576, 20.4
60-79, 2021-48, -1.2, -0.2222, 19.2
60-79, 2021-49, -1.3, -0.2407, 17.9
60-79, 2021-50, -3, -0.5556, 14.9
60-79, 2021-51, -0.7, -0.1296, 14.2
60-79, 2021-52, , , 14.2
60-79, 2022-01, -1.8, -0.3333, 12.4
60-79, 2022-02, 1.4, 0.2121, 13.8
60-79, 2022-03, 6.4, 0.9697, 20.2
60-79, 2022-04, 6.1, 0.9242, 26.3
60-79, 2022-05, 4.2, 0.6364, 30.5
60-79, 2022-06, 2.1, 0.3182, 32.6
60-79, 2022-07, 1.2, 0.1818, 33.8
60-79, 2022-08, 0.5, 0.0758, 34.3
60-79, 2022-09, 2.1, 0.3182, 36.4
60-79, 2022-10, 6.6, 1, 43
60-79, 2022-11, 5.5, 0.8333, 48.5
60-79, 2022-12, -0.1, -0.0185, 48.4
60-79, 2022-13, -4.5, -0.8333, 43.9
60-79, 2022-14, -4.6, -0.8519, 39.3
60-79, 2022-15, 1.3, 0.197, 40.6
60-79, 2022-16, -5.2, -0.963, 35.4
60-79, 2022-17, -5.4, -1, 30
60-79, 2022-18, -3.5, -0.6481, 26.5
60-79, 2022-19, -3.3, -0.6111, 23.2
60-79, 2022-20, -4.5, -0.8333, 18.7
60-79, 2022-21, -3.1, -0.5741, 15.6
60-79, 2022-22, 3, 0.4545, 18.6
60-79, 2022-23, 5, 0.7576, 23.6
60-79, 2022-24, 5.5, 0.8333, 29.1
60-79, 2022-25, 5.2, 0.7879, 34.3
60-79, 2022-26, 2.9, 0.4394, 37.2
60-79, 2022-27, 1.1, 0.1667, 38.3
60-79, 2022-28, 2.7, 0.4091, 41
60-79, 2022-29, -0.5, -0.0926, 40.5
60-79, 2022-30, -5.3, -0.9815, 35.2
60-79, 2022-31, -4.8, -0.8889, 30.4
60-79, 2022-32, -3.4, -0.6296, 27
60-79, 2022-33, -2.1, -0.3889, 24.9
60-79, 2022-34, -3.3, -0.6111, 21.6
60-79, 2022-35, -1.4, -0.2593, 20.2
60-79, 2022-36, 0.2, 0.0303, 20.4
60-79, 2022-37, 2.6, 0.3939, 23
