Meldedatum, difference, frozen, trend, value, Lower, Prediction, Upper
2020-07-15, 0.0084, 0.2223, 0.0027, 0.3172, , , 
2020-07-16, -0.0012, 0.2319, -0.0004, 0.3268, , , 
2020-07-17, 0.0276, 0.2463, 0.0089, 0.3508, , , 
2020-07-18, 0.0613, 0.2691, 0.0197, 0.3712, , , 
2020-07-19, 0.0372, 0.2595, 0.012, 0.376, , , 
2020-07-20, 0.0529, 0.2703, 0.017, 0.3868, , , 
2020-07-21, 0.0577, 0.2895, 0.0185, 0.3977, , , 
2020-07-22, 0.0757, 0.2979, 0.0243, 0.4121, , , 
2020-07-23, 0.0589, 0.2907, 0.0189, 0.4109, , , 
2020-07-24, 0.0529, 0.2991, 0.017, 0.3977, , , 
2020-07-25, 0.0228, 0.2919, 0.0073, 0.4013, , , 
2020-07-26, 0.0144, 0.2739, 0.0046, 0.4169, , , 
2020-07-27, -0.0048, 0.2655, -0.0017, 0.4025, , , 
2020-07-28, -0.024, 0.2655, -0.0083, 0.4121, , , 
2020-07-29, -0.0372, 0.2607, -0.0129, 0.4157, , , 
2020-07-30, -0.0168, 0.2739, -0.0058, 0.4301, , , 
2020-07-31, 0.0048, 0.304, 0.0015, 0.4445, , , 
2020-08-01, 0.006, 0.2979, 0.0019, 0.4457, , , 
2020-08-02, 0.012, 0.2859, 0.0039, 0.4397, , , 
2020-08-03, 0.0312, 0.2967, 0.01, 0.4649, , , 
2020-08-04, 0.0577, 0.3232, 0.0185, 0.4637, , , 
2020-08-05, 0.0769, 0.3376, 0.0247, 0.4962, , , 
2020-08-06, 0.0625, 0.3364, 0.0201, 0.4866, , , 
2020-08-07, 0.0348, 0.3388, 0.0112, 0.4866, , , 
2020-08-08, 0.0348, 0.3328, 0.0112, 0.4974, , , 
2020-08-09, 0.0252, 0.3112, 0.0081, 0.5046, , , 
2020-08-10, 0.0084, 0.3052, 0.0027, 0.489, , , 
2020-08-11, -0.0108, 0.3124, -0.0037, 0.513, , , 
2020-08-12, -0.0276, 0.31, -0.0096, 0.489, , , 
2020-08-13, -0.018, 0.3184, -0.0062, 0.5082, , , 
2020-08-14, 0.0144, 0.3532, 0.0046, 0.5286, , , 
2020-08-15, 0.0156, 0.3484, 0.005, 0.5358, , , 
2020-08-16, 0.0336, 0.3448, 0.0108, 0.5226, , , 
2020-08-17, 0.0469, 0.352, 0.015, 0.5346, , , 
2020-08-18, 0.0312, 0.3436, 0.01, 0.5346, , , 
2020-08-19, 0.0457, 0.3556, 0.0147, 0.5466, , , 
2020-08-20, 0.0288, 0.3472, 0.0093, 0.5322, , , 
2020-08-21, -0.0084, 0.3448, -0.0029, 0.5298, , , 
2020-08-22, 0.0096, 0.358, 0.0031, 0.5298, , , 
2020-08-23, 0.0132, 0.358, 0.0042, 0.5382, , , 
2020-08-24, 0.0048, 0.3568, 0.0015, 0.525, , , 
2020-08-25, -0.0012, 0.3424, -0.0004, 0.513, , , 
2020-08-26, 0.0036, 0.3592, 0.0012, 0.4962, , , 
2020-08-27, -0.0084, 0.3388, -0.0029, 0.4782, , , 
2020-08-28, -0.0132, 0.3316, -0.0046, 0.4733, , , 
2020-08-29, -0.0432, 0.3148, -0.015, 0.4553, , , 
2020-08-30, -0.0589, 0.2991, -0.0204, 0.4421, , , 
2020-08-31, -0.0541, 0.3027, -0.0187, 0.4469, , , 
2020-09-01, -0.0469, 0.2955, -0.0162, 0.4397, , , 
2020-09-02, -0.0769, 0.2823, -0.0267, 0.4517, , , 
2020-09-03, -0.0565, 0.2823, -0.0196, 0.4517, , , 
2020-09-04, -0.0553, 0.2763, -0.0192, 0.4469, , , 
2020-09-05, -0.03, 0.2847, -0.0104, 0.4553, , , 
2020-09-06, -0.0108, 0.2883, -0.0038, 0.4806, , , 
2020-09-07, -0.0084, 0.2943, -0.0029, 0.489, , , 
2020-09-08, 0.0192, 0.3148, 0.0062, 0.4878, , , 
2020-09-09, 0.0156, 0.2979, 0.005, 0.4866, , , 
2020-09-10, 0.0457, 0.328, 0.0147, 0.513, , , 
2020-09-11, 0.0529, 0.3292, 0.017, 0.5334, , , 
2020-09-12, 0.0529, 0.3376, 0.017, 0.537, , , 
2020-09-13, 0.036, 0.3244, 0.0116, 0.5478, , , 
2020-09-14, 0.0348, 0.3292, 0.0112, 0.5671, , , 
2020-09-15, 0.0348, 0.3496, 0.0112, 0.6031, , , 
2020-09-16, 0.0973, 0.3953, 0.0312, 0.6572, , , 
2020-09-17, 0.0913, 0.4193, 0.0293, 0.6956, , , 
2020-09-18, 0.0997, 0.4289, 0.032, 0.7701, , , 
2020-09-19, 0.1394, 0.477, 0.0447, 0.8242, , , 
2020-09-20, 0.1442, 0.4685, 0.0463, 0.8205, , , 
2020-09-21, 0.1346, 0.4637, 0.0432, 0.823, , , 
2020-09-22, 0.1165, 0.4661, 0.0374, 0.8566, , , 
2020-09-23, 0.0937, 0.489, 0.0301, 0.8518, , , 
2020-09-24, 0.1213, 0.5406, 0.039, 0.8938, , , 
2020-09-25, 0.1189, 0.5478, 0.0382, 0.9058, , , 
2020-09-26, 0.0793, 0.5562, 0.0255, 0.8998, , , 
2020-09-27, 0.0877, 0.5562, 0.0282, 0.9347, , , 
2020-09-28, 0.0997, 0.5635, 0.032, 0.9431, , , 
2020-09-29, 0.0745, 0.5406, 0.0239, 0.9563, , , 
2020-09-30, 0.0685, 0.5574, 0.022, 0.9911, , , 
2020-10-01, 0.0348, 0.5755, 0.0112, 1.0044, , , 
2020-10-02, -0.0168, 0.531, -0.0058, 0.9947, , , 
2020-10-03, -0.0204, 0.5358, -0.0071, 1.02, , , 
2020-10-04, 0.0036, 0.5598, 0.0012, 1.0572, , , 
2020-10-05, 0.0072, 0.5707, 0.0023, 1.0692, , , 
2020-10-06, 0.0432, 0.5839, 0.0139, 1.1533, , , 
2020-10-07, 0.1105, 0.668, 0.0355, 1.2831, , , 
2020-10-08, 0.161, 0.7365, 0.0517, 1.4549, , , 
2020-10-09, 0.3076, 0.8386, 0.0987, 1.6195, , , 
2020-10-10, 0.4037, 0.9395, 0.1296, 1.7781, , , 
2020-10-11, 0.4445, 1.0044, 0.1427, 1.8706, , , 
2020-10-12, 0.4649, 1.0356, 0.1492, 1.939, , , 
2020-10-13, 0.5202, 1.1041, 0.167, 2.0724, , , 
2020-10-14, 0.5238, 1.1918, 0.1681, 2.1409, , , 
2020-10-15, 0.5082, 1.2446, 0.1631, 2.2694, , , 
2020-10-16, 0.4481, 1.2867, 0.1438, 2.4328, , , 
2020-10-17, 0.3832, 1.3227, 0.123, 2.6202, , , 
2020-10-18, 0.3892, 1.3936, 0.125, 2.7199, , , 
2020-10-19, 0.4049, 1.4405, 0.13, 2.8413, , , 
2020-10-20, 0.4193, 1.5234, 0.1346, 3.0407, , , 
2020-10-21, 0.543, 1.7348, 0.1743, 3.3603, , , 
2020-10-22, 0.6103, 1.8549, 0.1959, 3.7243, , , 
2020-10-23, 0.6872, 1.9739, 0.2206, 4.1015, , , 
2020-10-24, 0.8302, 2.1529, 0.2665, 4.4559, , , 
2020-10-25, 0.9683, 2.3619, 0.3108, 4.7899, , , 
2020-10-26, 1.0332, 2.4737, 0.3317, 5.0206, , , 
2020-10-27, 1.0092, 2.5325, 0.3239, 5.4219, , , 
2020-10-28, 1.0969, 2.8317, 0.3521, 5.8375, , , 
2020-10-29, 1.0945, 2.9494, 0.3513, 6.1751, , , 
2020-10-30, 1.0512, 3.0251, 0.3374, 6.4635, , , 
2020-10-31, 0.9503, 3.1032, 0.3051, 6.8107, , , 
2020-11-01, 0.728, 3.09, 0.2337, 7.0125, , , 
2020-11-02, 0.6932, 3.1669, 0.2225, 7.2083, , , 
2020-11-03, 0.7401, 3.2726, 0.2376, 7.5027, , , 
2020-11-04, 0.6139, 3.4456, 0.1971, 7.7982, , , 
2020-11-05, 0.6812, 3.6306, 0.2187, 7.9736, , , 
2020-11-06, 0.7509, 3.776, 0.241, 8.1947, , , 
2020-11-07, 0.7485, 3.8516, 0.2403, 8.2679, , , 
2020-11-08, 0.7401, 3.83, 0.2376, 8.2992, , , 
2020-11-09, 0.668, 3.8348, 0.2144, 8.3268, , , 
2020-11-10, 0.4926, 3.7651, 0.1581, 8.3256, , , 
2020-11-11, 0.3184, 3.7639, 0.1022, 8.3256, , , 
2020-11-12, 0.1658, 3.7964, 0.0532, 8.4902, , , 
2020-11-13, 0.1646, 3.9405, 0.0528, 8.7281, , , 
2020-11-14, 0.2655, 4.1172, 0.0852, 8.9491, , , 
2020-11-15, 0.3892, 4.2193, 0.125, 9.1834, , , 
2020-11-16, 0.3184, 4.1532, 0.1022, 9.1762, , , 
2020-11-17, 0.4649, 4.2301, 0.1492, 9.3384, , , 
2020-11-18, 0.6379, 4.4019, 0.2048, 9.7204, , , 
2020-11-19, 0.7052, 4.5016, 0.2264, 9.7697, , , 
2020-11-20, 0.543, 4.4836, 0.1743, 9.8285, , , 
2020-11-21, 0.4349, 4.5521, 0.1396, 9.903, , , 
2020-11-22, 0.3352, 4.5545, 0.1076, 9.7829, , , 
2020-11-23, 0.3917, 4.5448, 0.1257, 9.8418, , , 
2020-11-24, 0.2247, 4.4547, 0.0721, 9.9547, , , 
2020-11-25, 0.2475, 4.6494, 0.0794, 9.8442, , , 
2020-11-26, 0.3268, 4.8284, 0.1049, 10.034, , , 
2020-11-27, 0.4866, 4.9701, 0.1562, 10.0124, , , 
2020-11-28, 0.4361, 4.9882, 0.14, 9.9931, , , 
2020-11-29, 0.3604, 4.9149, 0.1157, 10.1145, , , 
2020-11-30, 0.388, 4.9329, 0.1246, 10.1085, , , 
2020-12-01, 0.4493, 4.9041, 0.1442, 10.0832, , , 
2020-12-02, 0.5178, 5.1672, 0.1662, 10.237, , , 
2020-12-03, 0.3953, 5.2236, 0.1269, 10.3331, , , 
2020-12-04, 0.328, 5.2981, 0.1053, 10.6815, , , 
2020-12-05, 0.5178, 5.506, 0.1662, 10.9494, , , 
2020-12-06, 0.5635, 5.4783, 0.1809, 10.9963, , , 
2020-12-07, 0.5899, 5.5228, 0.1894, 11.1381, , , 
2020-12-08, 0.7268, 5.6309, 0.2333, 11.4612, , , 
2020-12-09, 0.7533, 5.9204, 0.2418, 11.8457, , , 
2020-12-10, 0.7845, 6.0081, 0.2518, 12.2541, , , 
2020-12-11, 0.9143, 6.2124, 0.2935, 12.653, , , 
2020-12-12, 0.889, 6.395, 0.2854, 13.0026, , , 
2020-12-13, 1.0332, 6.5115, 0.3317, 13.4231, , , 
2020-12-14, 1.0692, 6.592, 0.3432, 13.6345, , , 
2020-12-15, 0.8734, 6.5043, 0.2804, 13.9037, , , 
2020-12-16, 1.0056, 6.926, 0.3228, 14.2569, , , 
2020-12-17, 1.1053, 7.1134, 0.3548, 14.5656, , , 
2020-12-18, 1.2074, 7.4198, 0.3876, 14.7326, , , 
2020-12-19, 1.217, 7.612, 0.3907, 15.0786, , , 
2020-12-20, 1.2518, 7.7634, 0.4019, 15.1447, , , 
2020-12-21, 1.1473, 7.7393, 0.3683, 15.2084, , , 
2020-12-22, 1.3131, 7.8174, 0.4215, 15.2985, , , 
2020-12-23, 0.9539, 7.8799, 0.3062, 15.558, , , 
2020-12-24, 0.895, 8.0084, 0.2873, 15.7394, , , 
2020-12-25, 0.0685, 7.4882, 0.022, 14.729, , , 
2020-12-26, -1.1065, 6.5055, -0.3837, 13.4111, , , 
2020-12-27, -1.5618, 6.2016, -0.5417, 13.1792, , , 
2020-12-28, -1.366, 6.3734, -0.4738, 13.3546, , , 
2020-12-29, -1.4441, 6.3734, -0.5008, 13.3967, , , 
2020-12-30, -1.3696, 6.5103, -0.475, 13.6309, , , 
2020-12-31, -1.2374, 6.771, -0.4292, 13.4736, , , 
2021-01-01, -0.5202, 6.968, -0.1804, 13.5889, , , 
2021-01-02, 0.3256, 6.8311, 0.1045, 13.4471, , , 
2021-01-03, 0.4457, 6.6473, 0.1431, 13.3895, , , 
2021-01-04, 0.1189, 6.4923, 0.0382, 13.2897, , , 
2021-01-05, 0.03, 6.4034, 0.0096, 13.0939, , , 
2021-01-06, -0.2835, 6.2268, -0.0983, 12.6458, , , 
2021-01-07, -0.8686, 5.9024, -0.3012, 12.2421, , , 
2021-01-08, -0.5719, 6.3962, -0.1983, 12.8584, , , 
2021-01-09, 0.2463, 7.0774, 0.0791, 13.9673, , , 
2021-01-10, 0.2919, 6.9392, 0.0937, 13.9433, , , 
2021-01-11, 0.3027, 6.795, 0.0972, 13.5288, , , 
2021-01-12, 0.3064, 6.7097, 0.0983, 13.2201, , , 
2021-01-13, 0.3304, 6.5572, 0.1061, 12.8729, , , 
2021-01-14, 0.7773, 6.6797, 0.2495, 12.7407, , , 
2021-01-15, 0.1406, 6.5367, 0.0451, 12.4836, , , 
2021-01-16, -0.7124, 6.3649, -0.2471, 12.1881, , , 
2021-01-17, -0.6788, 6.2604, -0.2354, 12.0607, , , 
2021-01-18, -0.6235, 6.1715, -0.2162, 12.0319, , , 
2021-01-19, -0.5286, 6.1811, -0.1833, 11.7784, , , 
2021-01-20, -0.477, 6.0802, -0.1654, 11.567, , , 
2021-01-21, -0.513, 6.1667, -0.1779, 11.4877, , , 
2021-01-22, -0.4745, 6.0622, -0.1646, 11.2101, , , 
2021-01-23, -0.3027, 6.0622, -0.105, 10.9566, , , 
2021-01-24, -0.358, 5.9024, -0.1242, 10.911, , , 
2021-01-25, -0.3929, 5.7787, -0.1363, 10.7368, , , 
2021-01-26, -0.2739, 5.9072, -0.095, 10.5878, , , 
2021-01-27, -0.2487, 5.8315, -0.0862, 10.2382, , , 
2021-01-28, -0.4001, 5.7667, -0.1388, 10.0232, , , 
2021-01-29, -0.4733, 5.5889, -0.1642, 9.7541, , , 
2021-01-30, -0.5803, 5.4819, -0.2013, 9.497, , , 
2021-01-31, -0.5983, 5.3041, -0.2075, 9.2086, , , 
2021-02-01, -0.5214, 5.2573, -0.1808, 9.1077, , , 
2021-02-02, -0.6872, 5.22, -0.2383, 8.9047, , , 
2021-02-03, -0.8157, 5.0158, -0.2829, 8.7028, , , 
2021-02-04, -0.8842, 4.8824, -0.3067, 8.3556, , , 
2021-02-05, -0.704, 4.8848, -0.2442, 8.2595, , , 
2021-02-06, -0.6247, 4.8572, -0.2167, 8.0253, , , 
2021-02-07, -0.5755, 4.7287, -0.1996, 7.9412, , , 
2021-02-08, -0.6151, 4.6422, -0.2133, 7.8354, , , 
2021-02-09, -0.829, 4.3911, -0.2875, 7.5735, , , 
2021-02-10, -0.6584, 4.3574, -0.2283, 7.2155, , , 
2021-02-11, -0.674, 4.2085, -0.2337, 6.9873, , , 
2021-02-12, -0.871, 4.0138, -0.3021, 6.6269, , , 
2021-02-13, -0.9767, 3.8805, -0.3388, 6.4743, , , 
2021-02-14, -1.044, 3.6847, -0.3621, 6.27, , , 
2021-02-15, -0.9671, 3.675, -0.3354, 6.2953, , , 
2021-02-16, -0.7064, 3.6847, -0.245, 6.24, , , 
2021-02-17, -0.7521, 3.6054, -0.2608, 6.2724, , , 
2021-02-18, -0.5598, 3.6486, -0.1942, 6.1715, , , 
2021-02-19, -0.3436, 3.6702, -0.1192, 6.204, , , 
2021-02-20, -0.1718, 3.7087, -0.0596, 6.1283, , , 
2021-02-21, 0.0228, 3.7075, 0.0073, 6.2628, , , 
2021-02-22, -0.0252, 3.6498, -0.0088, 6.1956, , , 
2021-02-23, 0.018, 3.7027, 0.0058, 6.1787, , , 
2021-02-24, -0.0769, 3.5285, -0.0267, 6.097, , , 
2021-02-25, -0.137, 3.5117, -0.0475, 6.0886, , , 
2021-02-26, -0.2655, 3.4047, -0.0921, 5.9877, , , 
2021-02-27, -0.3027, 3.4059, -0.105, 5.9637, , , 
2021-02-28, -0.4337, 3.2738, -0.1504, 5.8976, , , 
2021-03-01, -0.4313, 3.2185, -0.1496, 5.8351, , , 
2021-03-02, -0.483, 3.2197, -0.1675, 5.7691, , , 
2021-03-03, -0.3688, 3.1596, -0.1279, 5.7138, , , 
2021-03-04, -0.4049, 3.1068, -0.1404, 5.5889, , , 
2021-03-05, -0.3628, 3.0419, -0.1258, 5.4639, , , 
2021-03-06, -0.4397, 2.9662, -0.1525, 5.387, , , 
2021-03-07, -0.4866, 2.7872, -0.1687, 5.3642, , , 
2021-03-08, -0.4673, 2.7512, -0.1621, 5.3438, , , 
2021-03-09, -0.4649, 2.7548, -0.1613, 5.2741, 5.28, 5.28, 5.28
2021-03-10, -0.3844, 2.7752, -0.1333, 5.3041, 5.31, 5.31, 5.31
2021-03-11, -0.2799, 2.8269, -0.0971, 5.345, 5.35, 5.35, 5.35
2021-03-12, -0.2006, 2.8413, -0.0696, 5.5456, 5.55, 5.55, 5.55
2021-03-13, -0.0024, 2.9638, -0.0008, 5.6585, 5.66, 5.66, 5.66
2021-03-14, 0.0853, 2.8725, 0.0274, 5.7859, 5.79, 5.79, 5.79
2021-03-15, 0.1718, 2.923, 0.0551, 5.9192, 5.93, 5.93, 5.93
2021-03-16, 0.2895, 3.0443, 0.0929, 6.0922, 6.1, 6.1, 6.1
2021-03-17, 0.3316, 3.1068, 0.1064, 6.2845, 6.29, 6.29, 6.29
2021-03-18, 0.3688, 3.1957, 0.1184, 6.4659, 6.47, 6.47, 6.47
2021-03-19, 0.4685, 3.3098, 0.1504, 6.598, 6.6, 6.6, 6.6
2021-03-20, 0.3472, 3.311, 0.1115, 6.8143, 6.82, 6.82, 6.82
2021-03-21, 0.3844, 3.257, 0.1234, 6.8575, 6.86, 6.86, 6.86
2021-03-22, 0.3292, 3.2522, 0.1057, 6.9644, 6.97, 6.97, 6.97
2021-03-23, 0.3808, 3.4252, 0.1223, 7.099, 7.11, 7.11, 7.11
2021-03-24, 0.4229, 3.5297, 0.1358, 7.2924, 7.3, 7.3, 7.3
2021-03-25, 0.5154, 3.7111, 0.1654, 7.6036, 7.61, 7.61, 7.61
2021-03-26, 0.4241, 3.7339, 0.1361, 7.8366, 7.84, 7.84, 7.84
2021-03-27, 0.5154, 3.8264, 0.1654, 8.0409, 8.05, 8.05, 8.05
2021-03-28, 0.5803, 3.8372, 0.1863, 8.2271, 8.24, 8.24, 8.24
2021-03-29, 0.6163, 3.8685, 0.1978, 8.3028, 8.31, 8.31, 8.31
2021-03-30, 0.5622, 3.9874, 0.1805, 8.477, 8.49, 8.49, 8.49
2021-03-31, 0.5418, 4.0715, 0.1739, 8.5839, 8.59, 8.59, 8.59
2021-04-01, 0.3232, 4.0343, 0.1037, 8.6944, 8.7, 8.7, 8.7
2021-04-02, 0.2535, 3.9874, 0.0814, 8.7269, 8.74, 8.74, 8.74
