Altersgruppe, Meldedatum, value
15-34, 2020-09-23, 27.9
15-34, 2020-09-24, 27.8
15-34, 2020-09-25, 27.9
15-34, 2020-09-26, 27.7
15-34, 2020-09-27, 28.3
15-34, 2020-09-28, 28.6
15-34, 2020-09-29, 28.6
15-34, 2020-09-30, 29
15-34, 2020-10-01, 30
15-34, 2020-10-02, 30.9
15-34, 2020-10-03, 32.2
15-34, 2020-10-04, 33.1
15-34, 2020-10-05, 33.7
15-34, 2020-10-06, 34.7
15-34, 2020-10-07, 37.5
15-34, 2020-10-08, 40.6
15-34, 2020-10-09, 43.7
15-34, 2020-10-10, 47.9
15-34, 2020-10-11, 50.6
15-34, 2020-10-12, 52.7
15-34, 2020-10-13, 56.3
15-34, 2020-10-14, 59.7
15-34, 2020-10-15, 64.9
15-34, 2020-10-16, 71.2
15-34, 2020-10-17, 76.7
15-34, 2020-10-18, 80.5
15-34, 2020-10-19, 83.4
15-34, 2020-10-20, 87.3
15-34, 2020-10-21, 94
15-34, 2020-10-22, 103
15-34, 2020-10-23, 113.9
15-34, 2020-10-24, 124.6
15-34, 2020-10-25, 134.4
15-34, 2020-10-26, 140.7
15-34, 2020-10-27, 150.4
15-34, 2020-10-28, 161.9
15-34, 2020-10-29, 172.4
15-34, 2020-10-30, 181.3
15-34, 2020-10-31, 190.3
15-34, 2020-11-01, 194.2
15-34, 2020-11-02, 199.6
15-34, 2020-11-03, 205.4
15-34, 2020-11-04, 210.9
15-34, 2020-11-05, 213.1
15-34, 2020-11-06, 217.3
15-34, 2020-11-07, 220.5
15-34, 2020-11-08, 223.9
15-34, 2020-11-09, 222.2
15-34, 2020-11-10, 223.2
15-34, 2020-11-11, 222.4
15-34, 2020-11-12, 225.8
15-34, 2020-11-13, 225.9
15-34, 2020-11-14, 223.5
15-34, 2020-11-15, 221
15-34, 2020-11-16, 217.7
15-34, 2020-11-17, 212.9
15-34, 2020-11-18, 211.4
15-34, 2020-11-19, 210.8
15-34, 2020-11-20, 208.9
15-34, 2020-11-21, 208
15-34, 2020-11-22, 205.3
15-34, 2020-11-23, 204.4
15-34, 2020-11-24, 203.6
15-34, 2020-11-25, 201.3
15-34, 2020-11-26, 197
15-34, 2020-11-27, 193
15-34, 2020-11-28, 187.1
15-34, 2020-11-29, 185.7
15-34, 2020-11-30, 185
15-34, 2020-12-01, 181.8
15-34, 2020-12-02, 180.3
15-34, 2020-12-03, 180.1
15-34, 2020-12-04, 181.8
15-34, 2020-12-05, 185.2
15-34, 2020-12-06, 186.7
15-34, 2020-12-07, 188.9
15-34, 2020-12-08, 192.1
15-34, 2020-12-09, 196.1
15-34, 2020-12-10, 202.3
15-34, 2020-12-11, 208.9
15-34, 2020-12-12, 215.1
15-34, 2020-12-13, 220.6
15-34, 2020-12-14, 223
15-34, 2020-12-15, 226.8
15-34, 2020-12-16, 231.8
15-34, 2020-12-17, 236.1
15-34, 2020-12-18, 238.4
15-34, 2020-12-19, 241.3
15-34, 2020-12-20, 241.2
15-34, 2020-12-21, 243
15-34, 2020-12-22, 243.3
15-34, 2020-12-23, 243.3
15-34, 2020-12-24, 243.6
15-34, 2020-12-25, 227.4
15-34, 2020-12-26, 203.1
15-34, 2020-12-27, 189.3
15-34, 2020-12-28, 183.1
15-34, 2020-12-29, 176.6
15-34, 2020-12-30, 175.2
15-34, 2020-12-31, 172.1
15-34, 2021-01-01, 171.2
15-34, 2021-01-02, 167.7
15-34, 2021-01-03, 166.4
15-34, 2021-01-04, 165.9
15-34, 2021-01-05, 164.9
15-34, 2021-01-06, 168.2
15-34, 2021-01-07, 167.5
15-34, 2021-01-08, 178.1
15-34, 2021-01-09, 199.5
15-34, 2021-01-10, 210.8
15-34, 2021-01-11, 211
15-34, 2021-01-12, 210.6
15-34, 2021-01-13, 202.9
15-34, 2021-01-14, 197.1
15-34, 2021-01-15, 187.5
15-34, 2021-01-16, 177.7
15-34, 2021-01-17, 171.3
15-34, 2021-01-18, 167.7
15-34, 2021-01-19, 160.6
15-34, 2021-01-20, 153.5
15-34, 2021-01-21, 144.8
15-34, 2021-01-22, 138.3
15-34, 2021-01-23, 132.8
15-34, 2021-01-24, 130.1
15-34, 2021-01-25, 127.9
15-34, 2021-01-26, 124.3
15-34, 2021-01-27, 120.4
15-34, 2021-01-28, 114.8
15-34, 2021-01-29, 111
15-34, 2021-01-30, 107.9
15-34, 2021-01-31, 106.2
15-34, 2021-02-01, 105.4
15-34, 2021-02-02, 104.5
15-34, 2021-02-03, 100.6
15-34, 2021-02-04, 98.1
15-34, 2021-02-05, 95.4
15-34, 2021-02-06, 92.2
15-34, 2021-02-07, 90
15-34, 2021-02-08, 88.8
15-34, 2021-02-09, 86.8
15-34, 2021-02-10, 83.4
15-34, 2021-02-11, 79.1
15-34, 2021-02-12, 76.8
15-34, 2021-02-13, 75.4
15-34, 2021-02-14, 71.3
15-34, 2021-02-15, 72.4
15-34, 2021-02-16, 72.7
15-34, 2021-02-17, 72.6
15-34, 2021-02-18, 72.9
15-34, 2021-02-19, 73.7
15-34, 2021-02-20, 74.6
15-34, 2021-02-21, 78.8
15-34, 2021-02-22, 77.7
15-34, 2021-02-23, 77.6
15-34, 2021-02-24, 79.3
15-34, 2021-02-25, 82
15-34, 2021-02-26, 83
15-34, 2021-02-27, 84.3
15-34, 2021-02-28, 84
15-34, 2021-03-01, 84.9
15-34, 2021-03-02, 85.7
15-34, 2021-03-03, 87.2
15-34, 2021-03-04, 87.6
15-34, 2021-03-05, 88.3
15-34, 2021-03-06, 88.4
15-34, 2021-03-07, 89.8
15-34, 2021-03-08, 89.2
15-34, 2021-03-09, 89.5
15-34, 2021-03-10, 90.5
15-34, 2021-03-11, 95.1
15-34, 2021-03-12, 99.9
15-34, 2021-03-13, 105.5
15-34, 2021-03-14, 109
15-34, 2021-03-15, 111.8
15-34, 2021-03-16, 115.3
15-34, 2021-03-17, 122.1
15-34, 2021-03-18, 129.1
15-34, 2021-03-19, 135.2
15-34, 2021-03-20, 139.7
15-34, 2021-03-21, 144.1
15-34, 2021-03-22, 145.5
15-34, 2021-03-23, 148.4
15-34, 2021-03-24, 153.3
15-34, 2021-03-25, 159.6
15-34, 2021-03-26, 167.9
15-34, 2021-03-27, 174.8
15-34, 2021-03-28, 178.1
15-34, 2021-03-29, 181
15-34, 2021-03-30, 184.4
15-34, 2021-03-31, 187.3
15-34, 2021-04-01, 189.7
15-34, 2021-04-02, 189.5
15-34, 2021-04-03, 182.5
15-34, 2021-04-04, 175.9
15-34, 2021-04-05, 175.5
15-34, 2021-04-06, 169.8
15-34, 2021-04-07, 156.1
15-34, 2021-04-08, 156.1
15-34, 2021-04-09, 164
15-34, 2021-04-10, 178.7
15-34, 2021-04-11, 191.9
15-34, 2021-04-12, 195.1
15-34, 2021-04-13, 204.7
15-34, 2021-04-14, 231
15-34, 2021-04-15, 242
15-34, 2021-04-16, 243
15-34, 2021-04-17, 242.9
15-34, 2021-04-18, 241.5
15-34, 2021-04-19, 241
15-34, 2021-04-20, 240.1
15-34, 2021-04-21, 240.5
15-34, 2021-04-22, 239.5
15-34, 2021-04-23, 237.7
15-34, 2021-04-24, 236
15-34, 2021-04-25, 235.6
15-34, 2021-04-26, 235.6
15-34, 2021-04-27, 235.7
15-34, 2021-04-28, 231
15-34, 2021-04-29, 223
15-34, 2021-04-30, 217
15-34, 2021-05-01, 210.2
15-34, 2021-05-02, 205.5
15-34, 2021-05-03, 201.9
15-34, 2021-05-04, 196.8
15-34, 2021-05-05, 189.3
15-34, 2021-05-06, 182.7
15-34, 2021-05-07, 175.1
15-34, 2021-05-08, 169.7
15-34, 2021-05-09, 164.6
15-34, 2021-05-10, 162.8
15-34, 2021-05-11, 160
15-34, 2021-05-12, 154.4
15-34, 2021-05-13, 147.5
15-34, 2021-05-14, 135
15-34, 2021-05-15, 122.3
15-34, 2021-05-16, 116.7
15-34, 2021-05-17, 114.7
15-34, 2021-05-18, 111
15-34, 2021-05-19, 104.1
15-34, 2021-05-20, 96.3
15-34, 2021-05-21, 95.2
15-34, 2021-05-22, 95.4
15-34, 2021-05-23, 91.7
15-34, 2021-05-24, 88.1
15-34, 2021-05-25, 82.7
15-34, 2021-05-26, 69.2
15-34, 2021-05-27, 62.9
15-34, 2021-05-28, 60.1
15-34, 2021-05-29, 56.5
15-34, 2021-05-30, 52.9
15-34, 2021-05-31, 52.4
15-34, 2021-06-01, 53.7
15-34, 2021-06-02, 55.9
15-34, 2021-06-03, 51.2
15-34, 2021-06-04, 44.7
15-34, 2021-06-05, 39.3
15-34, 2021-06-06, 37.2
15-34, 2021-06-07, 36.2
15-34, 2021-06-08, 34.7
15-34, 2021-06-09, 32
15-34, 2021-06-10, 29.6
15-34, 2021-06-11, 28.6
15-34, 2021-06-12, 28.1
15-34, 2021-06-13, 26.4
15-34, 2021-06-14, 25.2
15-34, 2021-06-15, 24.1
15-34, 2021-06-16, 21.2
15-34, 2021-06-17, 18.5
15-34, 2021-06-18, 16.5
15-34, 2021-06-19, 14.9
15-34, 2021-06-20, 13.9
15-34, 2021-06-21, 13.6
15-34, 2021-06-22, 12.8
15-34, 2021-06-23, 11.6
15-34, 2021-06-24, 10.9
15-34, 2021-06-25, 10.2
15-34, 2021-06-26, 9.9
15-34, 2021-06-27, 9.5
15-34, 2021-06-28, 9.4
15-34, 2021-06-29, 9.6
15-34, 2021-06-30, 9.5
15-34, 2021-07-01, 9.6
15-34, 2021-07-02, 9.7
15-34, 2021-07-03, 9.7
15-34, 2021-07-04, 10
15-34, 2021-07-05, 10.1
15-34, 2021-07-06, 10.2
15-34, 2021-07-07, 11.1
15-34, 2021-07-08, 11.7
15-34, 2021-07-09, 12.6
15-34, 2021-07-10, 13.7
15-34, 2021-07-11, 14.7
15-34, 2021-07-12, 15.1
15-34, 2021-07-13, 16.1
15-34, 2021-07-14, 18.4
15-34, 2021-07-15, 20.5
15-34, 2021-07-16, 22.5
15-34, 2021-07-17, 24.7
15-34, 2021-07-18, 26.1
15-34, 2021-07-19, 26.6
15-34, 2021-07-20, 28.6
15-34, 2021-07-21, 30.2
15-34, 2021-07-22, 32.2
15-34, 2021-07-23, 33.9
15-34, 2021-07-24, 34.8
15-34, 2021-07-25, 35.7
15-34, 2021-07-26, 35.9
15-34, 2021-07-27, 36.1
15-34, 2021-07-28, 37.6
15-34, 2021-07-29, 38.2
15-34, 2021-07-30, 38.9
15-34, 2021-07-31, 39.8
15-34, 2021-08-01, 40.2
15-34, 2021-08-02, 40.7
15-34, 2021-08-03, 41.7
15-34, 2021-08-04, 43.1
15-34, 2021-08-05, 44.9
15-34, 2021-08-06, 47.1
15-34, 2021-08-07, 48.9
15-34, 2021-08-08, 50.7
15-34, 2021-08-09, 51.3
15-34, 2021-08-10, 52.8
15-34, 2021-08-11, 56.5
15-34, 2021-08-12, 60.9
15-34, 2021-08-13, 65.2
15-34, 2021-08-14, 71.3
15-34, 2021-08-15, 75.5
15-34, 2021-08-16, 77.6
15-34, 2021-08-17, 81.4
15-34, 2021-08-18, 88.7
15-34, 2021-08-19, 95.5
15-34, 2021-08-20, 101.6
15-34, 2021-08-21, 105.5
15-34, 2021-08-22, 109.1
15-34, 2021-08-23, 110.6
15-34, 2021-08-24, 114.4
15-34, 2021-08-25, 121.5
15-34, 2021-08-26, 127.9
15-34, 2021-08-27, 132.9
15-34, 2021-08-28, 135.7
15-34, 2021-08-29, 138.2
15-34, 2021-08-30, 139.3
15-34, 2021-08-31, 139.1
15-34, 2021-09-01, 140.1
15-34, 2021-09-02, 142.1
15-34, 2021-09-03, 142.7
15-34, 2021-09-04, 144.7
15-34, 2021-09-05, 145.8
15-34, 2021-09-06, 146.4
15-34, 2021-09-07, 145.4
15-34, 2021-09-08, 145.1
15-34, 2021-09-09, 142.8
15-34, 2021-09-10, 141
15-34, 2021-09-11, 138.8
15-34, 2021-09-12, 136.9
15-34, 2021-09-13, 135
15-34, 2021-09-14, 134.1
15-34, 2021-09-15, 129.6
15-34, 2021-09-16, 125
15-34, 2021-09-17, 119.9
15-34, 2021-09-18, 114.9
15-34, 2021-09-19, 111
15-34, 2021-09-20, 109.7
15-34, 2021-09-21, 106.7
15-34, 2021-09-22, 102
15-34, 2021-09-23, 98.7
15-34, 2021-09-24, 95.7
15-34, 2021-09-25, 94.4
15-34, 2021-09-26, 93.3
15-34, 2021-09-27, 93
15-34, 2021-09-28, 93.3
15-34, 2021-09-29, 94.8
15-34, 2021-09-30, 94.5
15-34, 2021-10-01, 95.2
15-34, 2021-10-02, 94.8
15-34, 2021-10-03, 94.1
15-34, 2021-10-04, 94.1
15-34, 2021-10-05, 93.5
15-34, 2021-10-06, 92.2
15-34, 2021-10-07, 91.9
15-34, 2021-10-08, 92.7
15-34, 2021-10-09, 94.1
15-34, 2021-10-10, 95
15-34, 2021-10-11, 94.8
15-34, 2021-10-12, 95.9
15-34, 2021-10-13, 96.5
15-34, 2021-10-14, 97.9
15-34, 2021-10-15, 100
15-34, 2021-10-16, 103.3
15-34, 2021-10-17, 106.1
15-34, 2021-10-18, 107.1
15-34, 2021-10-19, 109.2
15-34, 2021-10-20, 118.9
15-34, 2021-10-21, 128.8
15-34, 2021-10-22, 137.9
15-34, 2021-10-23, 146.6
15-34, 2021-10-24, 153.8
15-34, 2021-10-25, 156.9
15-34, 2021-10-26, 162.9
15-34, 2021-10-27, 173.7
15-34, 2021-10-28, 185
15-34, 2021-10-29, 194.8
15-34, 2021-10-30, 201.7
15-34, 2021-10-31, 206.5
15-34, 2021-11-01, 209.4
15-34, 2021-11-02, 208.3
15-34, 2021-11-03, 201.6
15-34, 2021-11-04, 212.3
15-34, 2021-11-05, 228.2
15-34, 2021-11-06, 246.2
15-34, 2021-11-07, 256.6
15-34, 2021-11-08, 263.5
15-34, 2021-11-09, 283
15-34, 2021-11-10, 315.3
15-34, 2021-11-11, 335.5
15-34, 2021-11-12, 352.2
15-34, 2021-11-13, 366
15-34, 2021-11-14, 378.3
15-34, 2021-11-15, 387.9
15-34, 2021-11-16, 399.2
15-34, 2021-11-17, 418.2
15-34, 2021-11-18, 433
15-34, 2021-11-19, 446.4
15-34, 2021-11-20, 466.1
15-34, 2021-11-21, 474.8
15-34, 2021-11-22, 482
15-34, 2021-11-23, 496.5
15-34, 2021-11-24, 507.3
15-34, 2021-11-25, 520.4
15-34, 2021-11-26, 534
15-34, 2021-11-27, 535.7
15-34, 2021-11-28, 539.2
15-34, 2021-11-29, 539.1
15-34, 2021-11-30, 536.7
15-34, 2021-12-01, 538.1
15-34, 2021-12-02, 535.9
15-34, 2021-12-03, 529.8
15-34, 2021-12-04, 527.3
15-34, 2021-12-05, 522.7
15-34, 2021-12-06, 519
15-34, 2021-12-07, 516.2
15-34, 2021-12-08, 509.8
15-34, 2021-12-09, 503
15-34, 2021-12-10, 488.2
15-34, 2021-12-11, 471.8
15-34, 2021-12-12, 461.9
15-34, 2021-12-13, 452.1
15-34, 2021-12-14, 438
15-34, 2021-12-15, 427.4
15-34, 2021-12-16, 408.5
15-34, 2021-12-17, 397.4
15-34, 2021-12-18, 387
15-34, 2021-12-19, 380.7
15-34, 2021-12-20, 377.4
15-34, 2021-12-21, 374.9
15-34, 2021-12-22, 362.1
15-34, 2021-12-23, 351.4
15-34, 2021-12-24, 340.9
15-34, 2021-12-25, 318.7
15-34, 2021-12-26, 296.7
15-34, 2021-12-27, 297.6
15-34, 2021-12-28, 300.8
15-34, 2021-12-29, 307.8
15-34, 2021-12-30, 323
15-34, 2021-12-31, 347.9
15-34, 2022-01-01, 370
15-34, 2022-01-02, 380.5
15-34, 2022-01-03, 392.3
15-34, 2022-01-04, 424.5
15-34, 2022-01-05, 486.7
15-34, 2022-01-06, 557.3
15-34, 2022-01-07, 610.4
15-34, 2022-01-08, 680.6
15-34, 2022-01-09, 731.8
15-34, 2022-01-10, 754.6
15-34, 2022-01-11, 795.4
15-34, 2022-01-12, 832
15-34, 2022-01-13, 863
15-34, 2022-01-14, 898.8
15-34, 2022-01-15, 929.8
15-34, 2022-01-16, 959.5
15-34, 2022-01-17, 975.5
15-34, 2022-01-18, 1013.3
15-34, 2022-01-19, 1058.1
15-34, 2022-01-20, 1120.1
15-34, 2022-01-21, 1198.9
15-34, 2022-01-22, 1285.1
15-34, 2022-01-23, 1336.7
15-34, 2022-01-24, 1372.2
15-34, 2022-01-25, 1451.7
15-34, 2022-01-26, 1536.5
15-34, 2022-01-27, 1609.6
15-34, 2022-01-28, 1684.4
15-34, 2022-01-29, 1742.6
15-34, 2022-01-30, 1779.3
15-34, 2022-01-31, 1793.3
15-34, 2022-02-01, 1813.9
15-34, 2022-02-02, 1869.5
15-34, 2022-02-03, 1935
15-34, 2022-02-04, 1992.5
15-34, 2022-02-05, 2025.8
15-34, 2022-02-06, 2038.5
15-34, 2022-02-07, 2051.8
15-34, 2022-02-08, 2083
15-34, 2022-02-09, 2110
15-34, 2022-02-10, 2120.7
15-34, 2022-02-11, 2111.8
15-34, 2022-02-12, 2109
15-34, 2022-02-13, 2092.6
15-34, 2022-02-14, 2080
15-34, 2022-02-15, 2048.1
15-34, 2022-02-16, 2014.3
15-34, 2022-02-17, 1990.9
15-34, 2022-02-18, 1974.3
15-34, 2022-02-19, 1937.3
15-34, 2022-02-20, 1936.8
15-34, 2022-02-21, 1923.6
15-34, 2022-02-22, 1895.3
15-34, 2022-02-23, 1880.1
15-34, 2022-02-24, 1846.1
15-34, 2022-02-25, 1807.8
15-34, 2022-02-26, 1793.1
15-34, 2022-02-27, 1774.7
15-34, 2022-02-28, 1758.6
15-34, 2022-03-01, 1743
15-34, 2022-03-02, 1715.6
15-34, 2022-03-03, 1737.6
15-34, 2022-03-04, 1813
15-34, 2022-03-05, 1881.8
15-34, 2022-03-06, 1926.3
15-34, 2022-03-07, 1986.9
15-34, 2022-03-08, 2067.9
15-34, 2022-03-09, 2172.6
15-34, 2022-03-10, 2276.9
15-34, 2022-03-11, 2352.3
15-34, 2022-03-12, 2438.4
15-34, 2022-03-13, 2495.1
15-34, 2022-03-14, 2502.6
15-34, 2022-03-15, 2570
15-34, 2022-03-16, 2619.5
15-34, 2022-03-17, 2669.1
15-34, 2022-03-18, 2704.8
15-34, 2022-03-19, 2699.2
15-34, 2022-03-20, 2657.5
15-34, 2022-03-21, 2646.4
15-34, 2022-03-22, 2670.4
15-34, 2022-03-23, 2674.4
15-34, 2022-03-24, 2651.9
15-34, 2022-03-25, 2610.6
15-34, 2022-03-26, 2576.3
15-34, 2022-03-27, 2558
15-34, 2022-03-28, 2521.5
15-34, 2022-03-29, 2463.1
15-34, 2022-03-30, 2408
15-34, 2022-03-31, 2326.6
15-34, 2022-04-01, 2240.6
15-34, 2022-04-02, 2134.8
15-34, 2022-04-03, 2063.2
15-34, 2022-04-04, 2027.4
15-34, 2022-04-05, 1945.1
15-34, 2022-04-06, 1850.3
15-34, 2022-04-07, 1744.6
15-34, 2022-04-08, 1641.5
15-34, 2022-04-09, 1579.5
15-34, 2022-04-10, 1553.5
15-34, 2022-04-11, 1547.2
15-34, 2022-04-12, 1529.1
15-34, 2022-04-13, 1493.6
15-34, 2022-04-14, 1456.1
15-34, 2022-04-15, 1440.5
15-34, 2022-04-16, 1315.5
15-34, 2022-04-17, 1282.6
15-34, 2022-04-18, 1269.4
15-34, 2022-04-19, 1106.5
15-34, 2022-04-20, 1083.5
15-34, 2022-04-21, 1110.4
15-34, 2022-04-22, 1118.4
15-34, 2022-04-23, 1221.8
15-34, 2022-04-24, 1229.7
15-34, 2022-04-25, 1220.3
15-34, 2022-04-26, 1360.7
15-34, 2022-04-27, 1325.6
15-34, 2022-04-28, 1233.4
15-34, 2022-04-29, 1130.1
15-34, 2022-04-30, 1048.6
15-34, 2022-05-01, 1008.9
15-34, 2022-05-02, 987.2
15-34, 2022-05-03, 918.7
15-34, 2022-05-04, 852.4
15-34, 2022-05-05, 798.4
15-34, 2022-05-06, 766.7
15-34, 2022-05-07, 746.8
15-34, 2022-05-08, 734.1
15-34, 2022-05-09, 730.2
15-34, 2022-05-10, 725
15-34, 2022-05-11, 708
15-34, 2022-05-12, 687.3
15-34, 2022-05-13, 662.1
15-34, 2022-05-14, 645.5
15-34, 2022-05-15, 635.5
15-34, 2022-05-16, 629.3
15-34, 2022-05-17, 601.9
15-34, 2022-05-18, 562.8
15-34, 2022-05-19, 527.7
15-34, 2022-05-20, 495.9
15-34, 2022-05-21, 470.7
15-34, 2022-05-22, 460.6
15-34, 2022-05-23, 456.9
15-34, 2022-05-24, 430
15-34, 2022-05-25, 400.9
15-34, 2022-05-26, 374.4
15-34, 2022-05-27, 315.9
15-34, 2022-05-28, 305.5
15-34, 2022-05-29, 301.2
15-34, 2022-05-30, 300.8
15-34, 2022-05-31, 304.6
15-34, 2022-06-01, 320
15-34, 2022-06-02, 343.4
15-34, 2022-06-03, 409.1
15-34, 2022-06-04, 424.9
